Model Name,Vendor,Type,Column 11,Link,Description,Founder,Year,Recording notes,Artists,Clone Notes
JMP 2203,Marshall,Amp & Cab,Amp & Cab,,Master Model Mk2 Lead,,1975-81,"AC / DC (Let There Be Rock), Iron Maiden, Jusas Priest, Motley Crue, Slayer, Anthrax, Jeff Beck. rock + metal. Common sound of late 70s early 80s",,
JMP 2204 MK2,Marshall,Amp & Cab,Amp & Cab,,"""",,,,,
JMP-1,Marshall,Amp & Cab,Amp & Cab,,Tube preamp only,,,,,
JTM 45/50 Mk II,Marshall,Amp & Cab,Amp & Cab,,"""Black Flag""; 50W. ""Plexi 65""",,1965,,,
JTM45 2245,Marshall,Amp & Cab,Amp & Cab,JTM45 2245 Reissue,Original Marshall amp (based on Fender Bassman) 30W,,1963,,"Eric Clapton, Jimi Hendrix, Rolling Stone",
JTM45/100 Super 100,Marshall,Amp & Cab,Amp & Cab,,"S100, ""Black Flag"" style. Plexi Crunch",,1966,,,
JVM 410H JS,Marshall,Amp & Cab,Amp & Cab,JVM 410H,(Joe Satriani Signature Series) ,,,,,
Lead 412,Marshall,Amp & Cab,Amp & Cab,,Legacy 4x12 cabinet (basis for the 1960 series) Default Driver Celestion G12M Greenback,,,,,
Major (Model 1967),Marshall,Amp & Cab,Amp & Cab,,"200W; KT88, ECC82, ECC83. ""The Pig"" ",,1967-68,"Richie Blackmore, John Frusciante, Jimi Hendrix, Mick Ronson, Joe Perry, Mick Ronson, Stevie Ray Vaughan, Frank Zappa",,
Shredmaster,Marshall,"Stomp, Harmonic Coloration","Harmonic Coloration, Stomp",Shredmaster (Reissue) ,high-gain distortion pedal,,early 90s,"dark, thick, and compressed tone (metal / indie rock) ",,
Studio Vintage 2x12 ,Marshall,Amp & Cab,Amp & Cab,Studio Vintage 2x12 ,"Vertical, Angled closed back 140W 2x12 Default Driver: V-Type",,,,,
SV20H (Studio Vintage Head),Marshall,Amp & Cab,Amp & Cab,SV20H (Studio Vintage Head),20W reissue of 1959SLP; ECC83(2) EL34(2),,,"brightness of the high treble channel, the roundness of the normal channel, from warm blues to aggressive, biting leads.",,
Valvestate VS100,Marshall,Amp & Cab,Amp & Cab,,"100W Combo w/ 12"" speaker (Marshall VS100, 8240 and 8100)",,,,,
The Guv'nor,Marshall,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",Guv'nor (Reissue) ,"analog distortion/overdrive pedal , featuring a 3-band EQ (Bass, Middle, Treble), Gain, and Volume controls.. ",,1988,"designed to emulate the Marshall JCM800 amp sound. It is designed for high-gain, British-style distortion. Aggressive, compressed Marshall grind with a tight low end and biting upper mids.",,
YJM100,Marshall,Amp & Cab,Amp & Cab,,Yngwie Malmsteen Signature Head,,,lots of ’90s rock/metal players,,
DC-30,Matchless,Amp & Cab,Amp & Cab,C-30,Customized Celestion G12-H75 8 Ohm Cream Back and Celestion G12M-65 8 Ohm Cream Back wired in parallel for a 4 Ohm Load.,,,,,
ESD212,Matchless,Amp & Cab,Amp & Cab,ESD212,Customized Celestion G12-H75 8 Ohm Cream Back and Celestion G12M-65 8 Ohm Cream Back wired in parallel for a 4 Ohm Load.,,,,,
Lightning,Matchless,Amp & Cab,Amp & Cab,Lightning,,,,,,
OD808,Maxon,"Stomp, Harmonic Coloration","Harmonic Coloration, Stomp",OD808 Overdrive,"Featuring the classic JRC4558 IC chip, it is widely considered the most copied overdrive circuit",,1979,"renowned for delivering smooth, creamy tube-amp saturation and natural, touch-sensitive, midrange-forward tones. warm, organic, and slightly compressed sound that excels as a clean boost, primary drive, or to tighten high-gain amps.",,
SD9,Maxon,"Stomp, Harmonic Coloration","Harmonic Coloration, Stomp",SD9 Sonic Distortion,"Japanese-made analog distortion pedal from the Nine Series, featuring a JRC4558 IC chip and true bypass switching. Known for high gain (+42 dB), significant sustain, and a wide tone control range, ",,,"thick, saturated, and articulate sound, often favored for blues-rock to heavy fusion. ",Scott Henderson,
JH-24,MCI,Tape Machine,Tape Machine,MCI JH-24,"2"", 24 track tape emulation. Transformerless, op-amp driven.",,1982,"warmth, clarity, harmonic saturation",,
M300,Mellotron,Keyboard,Keyboard,Mellotron,,,1968,,,
M400,Mellotron,Keyboard,Keyboard,Mellotron,electro-mechanical tape-sampler keyboard,,1970s,70's progressive rock staple,"Genesis, King Crimson, Beatles, Led Zeppelin, Radiohead, Oasis, Trent Reznor, AIR",
MK I,Mellotron,Keyboard,Keyboard,Mellotron, tape-based keyboard. ,,1963,"Haunting, organic [ progressive, pop, cinematic ]",,
MK II,Mellotron,Keyboard,Keyboard,Mellotron, tape-based keyboard. ,,1964,"Haunting, organic [ progressive, pop, cinematic ]",,
Type R,Melodium,Microphone,Microphone,,Old French ribbon mic from early '40s.,,,"""secret weapon for bass"".  Huge low bump in frequency response. ",,
1516,Mesa/Boogie,Amp & Cab,Amp & Cab,,"400-450W bass cabinet. 15"" EVM speaker, a 10"" speaker, two 6"" drivers, and a tweeter",,1980s-90s,"heavy, ""tank-like"" cabinet capable of deep lows and bright, detailed mids/highs. ",,
1x12 Boogie 23,Mesa/Boogie,Amp & Cab,Amp & Cab,1x12 Boogie 23,"1x12, 23"" Straight, Open Back extension cabinet.  Default: Mesa Celestion C90 (Usually modded) ",,,,,
1x12 Boogie Thiele 19,Mesa/Boogie,Amp & Cab,Amp & Cab,"1x12 Boogie Thiele 19"" Cabinet","1x12 Straight, Closed Back. Default: Mesa Celestion C90 (Usually modded) ",,,,,
1x12 WideBody,Mesa/Boogie,Amp & Cab,Amp & Cab,1x12 WideBody Compact Cabinet,"1x12 Straight, Compact Open Back. 90W Default Driver: Celection C90",,,,,
20/20,Mesa/Boogie,Amp & Cab,Amp & Cab,Mesa Boogie 20/20 ,,,,,,
1x12 California Tweed 23,Mesa/Boogie,Amp & Cab,Amp & Cab,1x12 California Tweed 23,1x12 open-back; 80W Jensen Blackbird 40 Alnico,,,,,
2x12 California Tweed,Mesa/Boogie,Amp & Cab,Amp & Cab,2x12 California Tweed,2x12 open-back; 80W Jensen Blackbird 40 Alnico,,,,,
2x12 Horizontal Rectifier Cabinet,Mesa/Boogie,Amp & Cab,Amp & Cab,2x12 Horizontal Rectifier Cabinet,2x12 horizontal straight back cab;Default Driver: Celestion Vintage 30,,,,,
4x12 Front-Loaded (4FB),Mesa/Boogie,Amp & Cab,Amp & Cab,4x12 Front-Loaded (4FB),"Closed-back, front-loaded 240W 4x12: Default Driver: Celestion Vintage 30",,,"""in-your-face"" attack and tight, punchy, low-end performance. Known for a thick, controlled low end and a prominent upper midrange (2k-4k) that enhances attack. Frequently used fo rmodern rock and metal because it prevents ""flubbing"" at high volumes and offers superior, detailed and clear articulation for fast, technical playing. ",,
4x12 Rectifier Standard Slant Cabinet,Mesa/Boogie,Amp & Cab,Amp & Cab,4x12 Rectifier Standard Slant Cabinet,The slopedf/slanterd 4x12 closed back. 280W. Default Driver:  4 x Celestion Vintage 30,,,,,
4x12 Rectifier Standard Straight Cabinet,Mesa/Boogie,Amp & Cab,Amp & Cab,4x12 Rectifier Standard Straight Cabinet,"The ""oversized""/straight (OS) 4x12 closed back. 280W. Default Driver:  4 x Celestion Vintage 30",,,"thundering low-end punch and resonance which is perfectly tuned with the smooth, tailored midrange and articulate, clear high-end. This is the most popular 4x12 cabinet and an icon in heavy music.",,
4x12 Rectifier Traditional Slant Cabinet,Mesa/Boogie,Amp & Cab,Amp & Cab,4x12 Rectifier Traditional Slant Cabinet,The Traditional 4x12 closed back. 280W. Default Driver:  4 x Celestion Vintage 30,,,"Compared to Standard Recto® 4x12s, the Traditional 4x12 provides more balance between lows, mids and highs and a greater emphasis on attack. The mid-range is more pronounced and this cabinet is often preferred for styles that require tight tracking and articulate response. Straight cabinet designs also provide for a small increase of interior cabinet space, which yields slightly more bass and low-end resonance compared to Slants.",,
4x12 Rectifier Traditional Straight Cabinet,Mesa/Boogie,Amp & Cab,Amp & Cab,4x12 Rectifier Traditional Straight Cabinet,The Traditional 4x12 closed back. 280W. Default Driver:  4 x Celestion Vintage 30,,,"Compared to Standard Recto® 4x12s, the Traditional 4x12 provides more balance between lows, mids and highs and a greater emphasis on attack. The mid-range is more pronounced and this cabinet is often preferred for styles that require tight tracking and articulate response. Straight cabinet designs also provide for a small increase of interior cabinet space, which yields slightly more bass and low-end resonance compared to Slants.",,
Bass 400+,Mesa/Boogie,Amp & Cab,Amp & Cab,Bass 400+,,,,,,
California Tweed 6v6 2:20,Mesa/Boogie,Amp & Cab,Amp & Cab,California Tweed 6v6 4:40,,,,,,
Dual Rectifier,Mesa/Boogie,Amp & Cab,Amp & Cab,Dual Rectifier,"100W, 2-channel. (This is the original), 6L6GC tubes standard",,,"searing leads, heavy crunch",,
Dual Rectifier EL34,Mesa/Boogie,Amp & Cab,Amp & Cab,Dual Rectifier,"100W, 2-channel. (This is the original). rare EL34 mod (British sound) ",,,,,
Fillmore 50,Mesa/Boogie,Amp & Cab,Amp & Cab,Fillmore 50 Combo,50W; Head/Combo 1x12 Default Driver: Celestion C90,,,,,
JP-2C,Mesa/Boogie,Amp & Cab,Amp & Cab,JP-2C,,,,,,
King Snake ,Mesa/Boogie,Amp & Cab,Amp & Cab,King Snake,100W 1x12 Combo; Default Driver: Eminence Fillmore KS-100,,,,Carlos Santana,
Lone Star,Mesa/Boogie,Amp & Cab,Amp & Cab,Lone Star,100W 1x12 Combo Default Driver: Celestion C90,,,,,
M9 Carbine,Mesa/Boogie,Amp & Cab,Amp & Cab,M9 Carbine,,,,,,
Mark IIC+,Mesa/Boogie,Amp & Cab,Amp & Cab,Mark IIC+,,,,,Metallica (Master of Puppets) ,
Mark III,Mesa/Boogie,Amp & Cab,Amp & Cab,Mesa/Boogie Mark Series,"6L6, 12AX7. 100W/60W/75W Head or Combo. 1x12. Default Driver: Electro-Voice EVM12L",,,,,
Mark IV A,Mesa/Boogie,Amp & Cab,Amp & Cab,Mesa/Boogie Mark Series,Head or 1x12 Combo Celestion 90,,,,,
Mark V,Mesa/Boogie,Amp & Cab,Amp & Cab,"Mesa/Boogie Mark Series
Mark V",,,,,,
Maverick,Mesa/Boogie,Amp & Cab,Amp & Cab,Maverick,"35W Class A; EL84(4), 12AX7(6), 5AR4(1); 2 channel (Rhythm / Lead), Came as a Head; 2x12 Combo (Celestion Vintage 30); 4x10 Combo (Jensen Vintage Alnico)",,,,,
Road King,Mesa/Boogie,Amp & Cab,Amp & Cab,"Road King
Road King 2x12","Head or 2x12 Combo; 4x6L6, 2xEL34; Celestion C90",,,,,
Road Ready 2x15,Mesa/Boogie,Amp & Cab,Amp & Cab,Mesa/Boogie Road Ready Cabs,Horizontal 2x15 Cab Default 2x15 Custom Mesa PowerHouse Speakers. (usually modded) ,,,,,
Road King 4x12 Slant Cabinet,Mesa/Boogie,Amp & Cab,Amp & Cab,Road King 4x12 Slant Cabinet,300W Slanted Cab; Left Side 2 x rear mounted Celestion C90s; Right side 2 rear mounted Celestion Vintage 30s,,,,,
Standard Powerhouse 6x10,Mesa/Boogie,Amp & Cab,Amp & Cab,Standard Powerhouse 6x10,Uses custom Eminence speakers. ,,,,,
Subway D-800+,Mesa/Boogie,Amp & Cab,Amp & Cab,Subway D-800+,,,,,,
TransAtlantic TA-30,Mesa/Boogie,Amp & Cab,Amp & Cab,TransAtlantic TA-30,"Head, 1x12; 2x12; Multi-Watt (15, 30, 40); EL84 Celestion C90 ",,,,,
Triple Crown TC-100,Mesa/Boogie,Amp & Cab,Amp & Cab,Triple Crown TC-100,,,,,,
Triple Rectifier,Mesa/Boogie,Amp & Cab,Amp & Cab,Triple Rectifier,,,,,,
R-55,Metasonix,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",R-55 Thyrotron VCO,VCO (Voltage-Controlled Oscillator) based distortion / overdrive. ,Eric Barbour,,,,
M Zero Overdrive,Mezzabarba,Amp & Cab,Amp & Cab,M Zero Overdrive,,,,,,
Trinity 100W,Mezzabarba,Amp & Cab,Amp & Cab,Trinity 100W,,,,,,
CMV 563,MicroTech Gefell,Microphone,Microphone,"Microtech Gefell CMV 563
Microtech Gefell CMV 563 (Reissue) ","large diaphragm tube condenser-
 cardioid pattern is based on M7 capsule <-- favorite for vocals, room mic for drums
- omni pattern based on M55k capsule
- figure-8 capsule based on M8 capsule",,,"vocals, room mics for drums",,
UMT800,MicroTech Gefell,Microphone,Microphone,UMT800,Multi-pattern large diaphragm FET condenser. ,,,,,
Super Creamer,Milkman,Amp & Cab,Amp & Cab,"Milkman Creamer
Milkman Creamer 2x10","""Princeton Reverb"" type amp. 2x10 20w custom combo w/ adjustable cathode bias circuit. Default Jupiter 10SC",,,,,
NSEQ-2,Millenia,EQ,EQ,Nillenia NSEQ-2 Twin Topology 2 Channel PEQ,2-channel sonically neutral analog EQ (50V solid-state amps + 400V tube amps) ,,,,,
MIX LA Control Room,"Mix LA Studios (Los Angeles, CA)",Studio,Studio,MIX LA Studios,"MIX LA Studios. Los Angeles, CA",,,,,
BV-25M,Mojotone,Amp & Cab,Amp & Cab,BV-25M,"12"" 25W British vintage voiced speaker. Highly rated, cost-effective alternative to vintage Celestion Greenbacks. ",,,"smooth, warm midrange with a tight low end and, notably, less harsh high-end frequencies compared to similar speakers. It is widely recommended for classic rock, blues, and high-gain tones, particularly when paired with Marshall-style amps. ",,
ShimVerb,Mooer,"Reverb, Stomp","Reverb, Stomp",ShimVerb,Recreates vintage 60's surf spring reverb,,,,,
Memorymoog,Moog,Synth / Samplers,Synth / Samplers,Memorymoog,last (official) synth to be made by Moog (in 1982) before they went bankrupt. (Autotune feature was in the Memorymoog Plus). The device  and MIDI implementation was never quite finished. ,,1982-85,,"The Crystal Method, Jan Hammer, Bon Jovi, INXS, Rick Wakeman, Duran Duran (Nick Rhodes), George Duke",
MF-101 Moogerfooger,Moog,"EQ, Modulation, Stomp","EQ, Modulation, Stomp",Moogerfooger,Independent analog LPF,Cyril Lance,1998,The Cutoff frequency can automatically sweep by the effect of a built-in LFO. The LFO can sync with the song’s BPM. ,,
MF-102 Moogerfooger,Moog,"EQ, Modulation, Stomp","EQ, Modulation, Stomp",Moogerfooger,analog ring modulator,,1998,,,
MF-103 Moogerfooger,Moog,"EQ, Modulation, Stomp","EQ, Modulation, Stomp",Moogerfooger,analog 12 stage phaser,,,,,
MF-105M Moogerfooger MuRF,Moog,"EQ, Modulation, Stomp","EQ, Modulation, Stomp",Moogerfooger MF-105M MuRF,"MuRF = (Multiple Resonance Filter Array) filter sequencer, capable of creating animated filter effects across eight frequency bands. The 105M is the version w/ MIDI capabilities",,,"warm and resonant filters can be applied to any sound source: guitars, synthesizers, vocals",,
Micromoog,Moog,Synth / Samplers,Synth / Samplers,Micromoog,single oscillator monophonic synth (inexpensive alternative to minimoog),,1975,,"Kraftwerk, Chick Corea, Herbie Hancock",
Minimoog Model D,Moog,Synth / Samplers,Synth / Samplers,"Moog Minimog D
Minimog","More portable, affordable version of moog's classic analog monophonic synth. ",Robert Moog,1970-81,"Progressive rock, jazz, disco, pop;, rock, electronic music. [bass, lead, effects]",,
Minimoog Voyager,Moog,Synth / Samplers,Synth / Samplers,Minimoog Voyager,Analog monophonic synth based on Model D,Robert Moog,2002,,,
Multimoog,Moog,Synth / Samplers,Synth / Samplers,Multimoog,"""big brother to Micromoog"" ",,1978-81,,Underworld,
Opus 3,Moog,Synth / Samplers,Synth / Samplers,Opus 3,"polyphonic synth (Strings Brass, Organ)",Herbert Deutsch,1980,,"Stereolab, Kraftwerk",
Polymoog 203a,Moog,Synth / Samplers,Synth / Samplers,Polymoog 203a,"polyphonic preset-based synth (Strings, Piano, Organ, Harpsichord, Funk, Clavi, VIbes, Brass) ",,1975-80,,"Chick Corea, Blondie, Keith Emerson, Devo, Gary Numan, Prince, Herbie Hancock, Richard Tandy (ELO), Rush, Kraftwerk, Geoff Downes, Rick Wakeman (Yes) ",
Prodigy,Moog,"Synth / Samplers, Bass","Bass, Synth / Samplers",Prodigy,Monophonic analog bass synth (entry-level) not designed by Moog. ,,1979-84,,"Depeche Mode, Prodigy, Blur",
Rogue,Moog,"Synth / Samplers, Bass","Bass, Synth / Samplers",Rogue,"""very definition of cheap Moog bass"". monophonic analog synth. scaled down version of Prodigy",,1981,,"Peter Gabriel, Stereolab, KMFDM",
Sonic Six,Moog,Synth / Samplers,Synth / Samplers,Sonic Six,Duophonic analog synth,,1971 - 79,,,
Source,Moog,Synth / Samplers,Synth / Samplers,Source,Monophonic analog synth; first to offer patched memory storage,Robert Moog,1981,,"Tangerine Dream, Jan Hammer, Depeche Mode, Devo, New ORdfer, Front Line Assembly, The Cars, Phish, King Crimson, Blur, Gary Numan",
Sub 37,Moog,Synth / Samplers,Synth / Samplers,"Subsequent 37
Sub 37",Limited Edition monophonic analog subtractive synth (analog signal path w/ digital modulators) ,,2014,,,
System 55,Moog,Synth / Samplers,Synth / Samplers,Moog Synthesizer,"modular synth used for sound design (""The Modular Moog"")",Robert Moog,1973-81,,"W. Carlos (Switched on Bach), Keith Emerson",
Taurus II,Moog,"Bass, Synth / Samplers","Bass, Synth / Samplers",Taurus II,monophonic analog bass w/ only sawtooth and square waves. (Based on Moog Rogue),Robert Moog,1981-83,,,
Taurus III,Moog,"Bass, Synth / Samplers","Bass, Synth / Samplers",Taurus (Wiki) ,Redesigned version of original Taurus. ,Cyril Lance,2010,,,
Taurus Pedal Synthesizer (I),Moog,"Bass, Synth / Samplers","Bass, Synth / Samplers",Taurus I,monophonic analog bass synth played w/ your feet. ,Robert Moog,1975-81,,"Rush, Yes, Genesis, U2, Police",
The Ladder,Moog,"EQ, Modulation","EQ, Modulation",Mood The Ladder,"iconic, patented transistor-based voltage-controlled filter (VCF) renowned for its 24dB/octave slope and warm, ""creamy"" sound. It was the first voltage-controlled filter in synthesizers, famously used in the Minimoog to create rich, saturated, and ""fat"" analog bass and lead tones. ",Robert Moog,1966,,,
AC20 Head,Morgan,Amp & Cab,Amp & Cab,AC20 Head,"hand wired in the USA, all-tube amplifier that is capable of producing a myriad of early 60s British AC tones – but that is just the beginning. The included power level control allows you to dial in just the right amount of volume without sacrificing your tone the way some master volumes do.",,,,,
PR12,Morgan,Amp & Cab,Amp & Cab,PR12,12W Head ased around the small American 12W combo from the 60’s. It has been updated with a bigger power supply and tightened low end and utilizes a 12” Greenback celestion. This amp incorporates all of the mods I have been asked to do on those old 60s american amps to make them more usable for live performances.,,,,,
SW50R,Morgan,Amp & Cab,Amp & Cab,,"50-watt, hand-wired tube guitar amplifier designed for high-headroom, clean tones inspired by classic California amplifiers. It features 6L6 power tubes, 3-spring tube-driven reverb, and active controls (Volume, Treble, Mid, Bass, Level) with a Bass Emphasis switch. Available as a head or 1x12 combo, it features Mercury Magnetics transformers, excellent pedal compatibility, and a 35 lb weight. ",,,,,
Bad Horsie 2,Morley,"Modulation, Stomp","Modulation, Stomp",Bad Horsie,"famous for its ""switchless"" activation (stepped on to engage, off to bypass) and two modes: the original focused Bad Horsie sound and an adjustable Contour mode for tonal variation, . It uses optical circuitry for reliability and offers a unique, powerful sweep, becoming a classic for guitarists seeking Vai's dynamic tones. ",,1996,,Steve Vai,
